text,hashtags,placename,"Sit == True  (1), else (0)","Relevant == True (1), else (0)"
"b""On way to work..... still can't believe what I witnessed this past weeken with @michelleoberski \\U0001f525\\U0001f525\\U0001f525 @trvisXX\\u2026 https://t.co/lX2aKtSMiY""",,"Toronto, Ontario",,
"b""@DSIG_Kathleen Morning Happy Mon have a great day u watching the game tonight it's a late one ur one very lovely and Classy young lady\\U0001f44d\\U0001f3d2\\U0001f305\\U0001f337""",,"Portage la Prairie, Manitoba",,
"b""A very #happymonday when the #ttc man let me on the bus even tho my #presto didn't work ! Thanks @TTChelps""","happymonday,ttc,presto","Toronto, Ontario",,
b'my god... my local promotion is doing a war games gimmick in April.',,"Halifax, Nova Scotia",,
b'That\\u2019s my work! https://t.co/lFzlgcA1Vo',,"Ottawa, Ontario",,
"b""If you're looking for work in #Regina, SK, check out this #job: https://t.co/zzCqxVdLmo #Transportation #Hiring""","Regina,job,Transportation,Hiring","Regina, Saskatchewan",,
b'All I\\u2019ve been doing is working like I want some chill time to relax',,"Chatham-Kent, Ontario",,
b'Idk how I got through work yesterday with the stomach flu...',,"Hamilton, Ontario",,
"b""@DSIG_Hannah Morning Happy Mon u planning on watching the game tonight it's a late one ur the true definition of Perfection enjoy ur day\\U0001f44d\\U0001f3d2\\U0001f337""",,"Portage la Prairie, Manitoba",,
"b""It's amazing when work collides with our Farsi speaking community! G1 knowledge test will be available in Farsi in\\u2026 https://t.co/iaVnO4IH7r""",,Welcome Centre Imigration Services,,
b'I guess the squid likes to be comfortable when watching the telly! https://t.co/NxYzOyHCqx',,"Halifax, Nova Scotia",,
"b""Want to work at Mosaic? We're #hiring in BC! Click for details: https://t.co/rUuBJGs85q #Marketing #Job #Jobs #CareerArc""","hiring,Marketing,Job,Jobs,CareerArc","Bulkley-Nechako G, British Columbia",,
b'Was great to be able to be at the @opry that night to watch @ChrisYoungMusic \\u2018s #Induction to the #opryfamily\\u2026 https://t.co/6Wv8Zly7Vv',"Induction,opryfamily","Saskatoon, Saskatchewan",,
"b""Want to work at Robert Half Technology? We're #hiring in #Edmonton, AB! Click for details: https://t.co/0Qyafy0cQX #BusinessMgmt #Job""","hiring,Edmonton,BusinessMgmt,Job","Edmonton, Alberta",,
"b""If you're looking for work in #Calgary, AB, check out this #job: https://t.co/WG1RzKORKX #RHMRJobs #Finance #Hiring""","Calgary,job,RHMRJobs,Finance,Hiring","Calgary, Alberta",,
"b'Want to work in #Edmonton, AB? View our latest opening: https://t.co/0pUweKUgWa #Accounting #Job #Jobs #Hiring #CareerArc'","Edmonton,Accounting,Job,Jobs,Hiring,CareerArc","Edmonton, Alberta",,
"b""Don't forget to attend your weekly PASS workshop! You can find your schedule here: https://t.co/vCm7XeGeZp #Carleton https://t.co/AfmuNrUM0d""",Carleton,"Ottawa, Ontario",,
b'I\\u2019m proud to work alongside such smart and innovative researchers and scientists. Syncrude R&amp,D is truly remarkable\\u2026 https://t.co/vNsiy67xq5',,,
b'@LilPicklesDaPug @HamiltonPug Hi Pickles - good to see you in the soon-to-be chilly GTA!',,"Burlington, Ontario",,
"b""Daughter was working on math HW. Worksheet on multiplying decimals. She didn't understand one of the word problems.\\u2026 https://t.co/5yA7ZmT3k3""",,"Edmonton, Alberta",,
"b'@TRana87 @Van_city_Nucks This is why I gave up watching tsn and sportsnet ,'",,"Port Coquitlam, British Columbia",,
"b'@garminconnect appears to be offline, dashboard shows all :-( and sync not working from Garmin Express.'",,"Kitchener, Ontario",,
"b""@Bioxz I don't think it works that way unless they got a hit directly to one of the bases. Things proceed as normal\\u2026 https://t.co/8i3vg8xiuE""",,"Montr̩al, Qu̩bec",,
"b'""Prophecy Encounter - Signs of the Coming King""\\nPastor Doug Batchelor 1 OF 10\\n\\nhttps://t.co/O96dW1D7gs\\nShare, work for JESUS, FRIEND'",,Canada,,
b'@TomiLahren you are a terrible intolerant human and on the very wrong side of history. I will enjoy watching you crumble to irrelevance. FYI',,"Dorval, Qu̩bec",,
b'Visited the @ScarbWomensCtr where I met some inspiring women doing great work in our community. We discussed import\\u2026 https://t.co/vNecaR0Xyj',,"Toronto, Ontario",,
"b'Want to work in #RichmondHill, ON? View our latest opening: https://t.co/ns9KHTodzA #RHMRJobs #Accounting #Job #Jobs #Hiring'","RichmondHill,RHMRJobs,Accounting,Job,Jobs,Hiring","Richmond Hill, Ontario",,
"b'""Prophecy Encounter - The Hero of Revelation""\\nPastor Doug Batchelor 2 OF 10\\n\\nhttps://t.co/8sixkTmRIY\\nShare, work for JESUS, FRIEND'",,Canada,,
b'Shoutout to @writing_wallace for her amazing #DigitalDiplomacy work today! https://t.co/Sj4RuzvIKk',DigitalDiplomacy,"Gatineau, Qu̩bec",,
"b'""Prophecy Encounter - The Villain of Revelation""\\nPastor Doug Batchelor 3 OF 10\\n\\nhttps://t.co/6KdVWf6Nyb\\nShare, work for JESUS, FRIEND'",,Canada,,
b'Award time. Nice work team Solink! #ottbobs @ The Westin Ottawa https://t.co/MIDq7rrm0q',ottbobs,"Ottawa, Ontario",,
b'My friend and I have gotten accustomed to spending every Wednesday night together just to watch #Riverdale',Riverdale,"Oshawa, Ontario",,
"b'""Prophecy Encounter - The Law of the Lamb""\\nPastor Doug Batchelor 4 OF 10\\n\\nhttps://t.co/obH3Cwm4cY\\nShare, work for JESUS, FRIEND'",,Canada,,
b'This is absolute bs and not how compassion works \\U0001f621 https://t.co/9xhhYENwEs',,"Calgary, Alberta",,
"b'I wonder if men that have assaulted me watch the news, then lay awake worrying I\\u2019ll decide to rat them out.'",,"Westville, Nova Scotia",,
b'my roommates left me to go to the library and now im alone watching the vow all in my feelings and idk what to do with my life',,"London, Ontario",,
b'LIVE! https://t.co/jq7QqaFiZa Fortnite with some of the @TeamKaliber Boys come chill.',,"Orillia, Ontario",,
b'@RosaTaggart @JustinTrudeau most of the unemployed are out of the system. It\\u2019s been so long out of work. Since you and Notley Stats wrong',,"Rocky View County, Alberta",,
"b'If we want to be works class, thus is the way forward! #topoli https://t.co/y5Ecq5EcOb'",topoli,"Toronto, Ontario",,
b'@JustinTrudeau you just keep spending it and the rest of us will work our butts off till we\\u2019re dead to pay for your\\u2026 https://t.co/w3ARPPiynB',,"Ponoka County, Alberta",,
"b""Pleas sewn into clothing by workers in Turkey are 'tip of iceberg': expert https://t.co/FtBhFHnLjF""",,"Calgary, Alberta",,
"b'Amazing work by @ndesrosiers, mflalonde, and all other area - #ottcity politicians: Province tables bill to make Ot\\u2026 https://t.co/Hdrc1vk7Vu'",ottcity,"Ottawa, Ontario",,
"b""Want to work at The TJX Companies? We're #hiring in #Kelowna, BC! Click for details: https://t.co/YBW433fFvh #Retail #Veterans #Job #Jobs""","hiring,Kelowna,Retail,Veterans,Job,Jobs","Kelowna, British Columbia",,
b'Dear Twitter - please work your magic and find me flights to/from Toronto Sunday (from Regina) for under $1000 :p\\u2026 https://t.co/E2Zfar7Fqc',,"Regina, Saskatchewan",,
"b""Want to work at The TJX Companies? We're #hiring in #Montreal, QC! Click for details: https://t.co/JUp2GG72wl #Retail #Veterans #Job #Jobs""","hiring,Montreal,Retail,Veterans,Job,Jobs","Montr̩al, Qu̩bec",,
b'Who remembers these FIRE movies from back in the day? \\U0001f34a\\U0001f4af https://t.co/20GkrSPz7m',,"Mississauga, Ontario",,
"b'Want to work in #Toronto, ON? View our latest opening: https://t.co/gjiWSpjeMX #Marketing #Job #Jobs #Hiring #CareerArc'","Toronto,Marketing,Job,Jobs,Hiring,CareerArc","Toronto, Ontario",,
"b""If you're looking for work in #Toronto, ON, check out this #job: https://t.co/33wGNsOHZy #CANJobs #Transportation #Hiring #CareerArc""","Toronto,job,CANJobs,Transportation,Hiring,CareerArc","Toronto, Ontario",,
"b'The work never ends as we mix, master, press, upload and more. But I\\u2019m elated with the support\\u2026 https://t.co/jbU1Xng9j7'",,"Pickering, Ontario",,
"b""@Lau1Keith Study study study. Recognize what works and what doesn't. Respect your plan once you enter a trade!""",,"Toronto, Ontario",,
"b'@boolacoola I watched #TheMagdelaneSisters yrs. ago &amp; it was shocking to see how #CatholicChurch abused, tortured, neglected, humiliated'","TheMagdelaneSisters,CatholicChurch","Toronto, Ontario",,
b'Omfg!!! Im dying ..just watched this earlier !!! https://t.co/NBjqoOKmEq',,"Montr̩al, Qu̩bec",,
b'Matthews is looking unreal for a 20 year old through 10 games',,"Brampton, Ontario",,
b'#GreyCupFitUp Not every day is punishment to the body...today a 40 min full body pilates workout...\\U0001f4aa\\U0001f3c8\\U0001f3c8\\U0001f3c8\\nhttps://t.co/r0fWKV6kmQ',GreyCupFitUp,"Calgary, Alberta",,
b'@TeamGushue @VOCMOpenline Great games!! Congratulations!!',,"Division No. 1, Subd. O, Newfoundland and Labrador",,
"b""If you're looking for work in #Toronto, ON, check out this #job: https://t.co/X6ubQO5NDt #Hospitality #Hiring #CareerArc""","Toronto,job,Hospitality,Hiring,CareerArc","Toronto, Ontario",,
"b'Want to work in #Brampton, ON? View our latest opening: https://t.co/BzMok1BAcU #Innovative #Technology #Job #Jobs #Hiring #CareerArc'","Brampton,Innovative,Technology,Job,Jobs,Hiring,CareerArc","Brampton, Ontario",,
b'I really hate this idea that workplaces exist on a binary scale between stale halogen environments with zero camara\\u2026 https://t.co/lw2QXH1n62',,"Toronto, Ontario",,
b'I just collosally fucked up at work. \\n*anxiety..',,"Burnaby, British Columbia",,
b'@SuperDeanio Childhood living room as my mom handed me a plate of Hamburger Helper while I played video games. Befo\\u2026 https://t.co/SvWIfEenQb',,"Toronto, Ontario",,
"b""Jon B's vocals on this song still give me chills.""",,"Mississauga, Ontario",,
"b'\\u201c... easy to work until 60 for yourself &amp; family, after that work for society\\u201d. If you want to live long - don\\u2019t re\\u2026 https://t.co/YlOVqaeRND'",,"Vancouver, British Columbia",,
b'View from the roof at work today https://t.co/wtuH7vv32q',,Shawville inn,,
"b'On Monday November 20th, 6pm CET | 5pm GMT| 12pm EST, tune in to https://t.co/ADDZnoMYmM to watch @Carl_Cox share &amp;\\u2026 https://t.co/85HYEidjAO'",,Canada,,
"b""If you're looking for work in #Vancouver, BC, check out this #job: https://t.co/jnQi2Jhw25 #FacilitiesMgmt #Hiring""","Vancouver,job,FacilitiesMgmt,Hiring","Vancouver, British Columbia",,
"b'""If you want to build a ship, don\'t drum up people to collect wood and don\'t assign them tasks and work, but rather\\u2026 https://t.co/bcoVsW9lbv'",,"Cypress County, Alberta",,
b'@rmercado1234Hello Does your PicRedirect App still work in2017',,"Winnipeg, Manitoba",,
b'Whooo back to work now...',,"Greater Sudbury / Grand Sudbury, Ontario",,
b'@TangerineBank is there system outage debit card not working #embarrassing',embarrassing,"Toronto, Ontario",,
"b""@SBienkowski @Lainey__D @3ll15_ It's much harder than people realize to work with lower level players and get them\\u2026 https://t.co/Z9AG7Mp1rp""",,"Burlington, Ontario",,
b'So looking forward to my next day off.. all I wanna do is lay in bed and watch #StrangersThings2',StrangersThings2,"Barrie, Ontario",,
"b'#studioapartment perks - being able to watch tv from bed, the kitchen, and the bathroom (door\\u2026 https://t.co/Fb6OWHWZeT'",studioapartment,"Halifax, Nova Scotia",,
"b'@SarahOttawa Is your daughter going into the trades, Sarah? Maybe our girls could start a business doing work for d\\u2026 https://t.co/GZK5aaV3Q2'",,"Toronto, Ontario",,
b'We did a team-building workshop through KIAM Studio\\u2019s \\u201cArt in the Ward\\u201d \\u2b50\\ufe0f\\u2b50\\ufe0f\\u2b50\\ufe0f Trust me &amp,check out their programs!\\u2026 https://t.co/rHfsnEauaZ',,,
"b""@Depv_ Ok I've seen urs watch ur fingers""",,"Greater Vancouver, British Columbia",,
"b'You know when you\\u2019re tired of working part time, minimum wage jobs but you\\u2019re only 20 &amp; have 5 years left of your degree \\U0001f643'",,"St. Catharines, Ontario",,
"b""Want to work at TJX Canada? We're #hiring in #Mississauga, ON! Click for details: https://t.co/nigJGTyU7r #HR #Job #Jobs #CareerArc""","hiring,Mississauga,HR,Job,Jobs,CareerArc","Mississauga, Ontario",,
"b""Surround yourself with people that always tell you to work harder and won't think twice to tell you when you're bei\\u2026 https://t.co/GdcIMBqsBe""",,"Lakeview, Manitoba",,
b'#GoodMorningTSC looking forward to working with @dawnchubai at 8:30 AM EST this Friday. #techwithred https://t.co/DPggQvlzih',"GoodMorningTSC,techwithred","Toronto, Ontario",,
b'That works for the one who love u as well Madame https://t.co/ktuGXlS0Fs',,"Lacombe, Alberta",,
b'@CBCWorldNews @CBCNews Comments are Canadian values at work?',,"Toronto, Ontario",,
"b""If you're looking for work in #Bowmanville, ON, check out this #job: https://t.co/Z4iI5yIMVX #Cosmetology #Hiring #CareerArc""","Bowmanville,job,Cosmetology,Hiring,CareerArc","Clarington, Ontario",,
b'I always watch anything but @ShepNewsTeam if I\\u2019m in front of tv. Always felt he didn\\u2019t belong on @FoxNews Its time to ship him out.',,"East Hawkesbury, Ontario",,
"b""If you're looking for work in #mississauga, check out this #job: https://t.co/nNJ5sEweaB #NowHiring #GetHired\\u2026 https://t.co/yy5bnflsYV""","mississauga,job,NowHiring,GetHired","Mississauga, Ontario",,
"b'Want to work in #Edmonton, AB? View our latest opening: https://t.co/sb37deInBo #CustomerService #Job #Jobs #Hiring #CareerArc'","Edmonton,CustomerService,Job,Jobs,Hiring,CareerArc","Edmonton, Alberta",,
"b'High standards, yes, but I\\u2019m super chill. Always trying to keep that balance. I\\u2019d like to think student learning i\\u2026 https://t.co/dZl3l21gHS'",,"Greater Vancouver, British Columbia",,
b'I loved #ThorRagnarok thorragnarokofficial\\nI gotta watch it again!\\u2026 https://t.co/2SzmDwd4Is',ThorRagnarok,"Oakville, Ontario",,
b'If I could work at this desk every morning and have the shimmer of a dewy window looking out\\u2026 https://t.co/axMFnsHN3Z',,"Prince Edward County, Ontario",,
"b""@Media1Creative Fantastic work on your promo reel on your site! And neat to know you're in the same building as my sister's company!""",,"New Brunswick, Canada",,
b'@jkenney just take the time to watch ! https://t.co/eednCdW1wQ',,"Calgary, Alberta",,
"b""If you're looking for work in #Toronto, ON, check out this #job: https://t.co/5Cc9poerC0 #BusinessMgmt #Hiring #CareerArc""","Toronto,job,BusinessMgmt,Hiring,CareerArc","Toronto, Ontario",,
b'@MissStaceyMay I remember after the 4 hour workweek book came out there were all these tech dudes that insisted on\\u2026 https://t.co/6Rifiz4aCl',,"Toronto, Ontario",,
"b""Want to work at The TJX Companies? We're #hiring in #Ottawa, ON! Click for details: https://t.co/52iYyeRexE #Retail #Veterans #Job #Jobs""","hiring,Ottawa,Retail,Veterans,Job,Jobs","Ottawa, Ontario",,
b'The Kingston Frameworks sponsored stud is literally a work of art! Features notable Kingston artists and personalit\\u2026 https://t.co/0jes7xZG1N',,"Kingston, Ontario",,
"b""1234 by Fiest is playing at work and I'm so happy""",,"Halifax, Nova Scotia",,
"b""If you're looking for work in #Moncton, NB, check out this #job: https://t.co/nkq5GY67Y4 #CustomerService #Hiring #CareerArc""","Moncton,job,CustomerService,Hiring,CareerArc","Moncton, New Brunswick",,
"b""Want to work at CGI? We're #hiring in #Edmonton, AB! Click for details: https://t.co/n0QlwjsVVw #Job #Jobs #CareerArc""","hiring,Edmonton,Job,Jobs,CareerArc","Edmonton, Alberta",,
b'The Kingston Frameworks sponsored stud is literally a work of art! Features notable Kingston artists and personalit\\u2026 https://t.co/9fkRObiywC',,"Kingston, Ontario",,
"b'Want to work in #Vanconver, BC? View our latest opening: https://t.co/PjKuhH5Srg #Retail #Job #Jobs #Hiring #CareerArc'","Vanconver,Retail,Job,Jobs,Hiring,CareerArc","Vancouver, British Columbia",,
"b'Want to work in #Toronto, Ontario? View our latest opening: https://t.co/KrPv8eejYl #Marketing #Job #Jobs #Hiring #CareerArc'","Toronto,Marketing,Job,Jobs,Hiring,CareerArc","Toronto, Ontario",,
"b""A dream doesn't become reality through magic; it takes sweat, determination and hard work \\u2015\\xa0Colin Powell \\U0001f4a1\\U0001f4da\\U0001f64f\\U0001f3fd\\U0001f528\\U0001f4bb https://t.co/l0sWk0AinO""",,"Barrie, Ontario",,
"b""Pleas sewn into clothing by workers in Turkey are 'tip of iceberg' https://t.co/oJ1rxDt8Qh""",,"Vancouver, British Columbia",,
"b'Want to work in #Toronto, ON? View our latest opening: https://t.co/dG0FyO38uT #Labor #Job #Jobs #Hiring'","Toronto,Labor,Job,Jobs,Hiring","Toronto, Ontario",,
b'Stop getting other people to help fix your problems cause hunni it ain\\u2019t gonna work \\U0001f481',,"Essa, Ontario",,
b'@tylermeredith @JustinTrudeau A work of pure fiction!',,"Surrey, British Columbia",,
"b""Want to work at VON Canada? We're #hiring in #Halifax, NS! Click for details: https://t.co/RiKnoGnXvq #CommunityCare #RN #Job #Jobs""","hiring,Halifax,CommunityCare,RN,Job,Jobs","Halifax, Nova Scotia",,
b'Going live on @kirahopeee on Instagram if anyone wants to watch! Just gonna do makeup while jamming to some music i\\u2026 https://t.co/ktKaWyvXyT',,"North Bay, Ontario",,
b'Mindfulness is on the menu today. Thanks Mr.Enns for leading us in a workshop today. Followed by school-wide wellne\\u2026 https://t.co/5QbSSKfvxl',,"Mississauga, Ontario",,
b'Add this challenging version of the Lateral Lunge to your workout today to improve stability\\u2026 https://t.co/1TdvkZZj05',,"Winnipeg, Manitoba",,
b'Ventura fired? That infers he actually did some work in the first place',,Canada,,
"b""@OlexaKid I've been watching every video that's popped up from you, you've really got some good content!""",,"Norfolk County, Ontario",,
b'Work work work work work! #oilpaintings #oilpaintingsonboard #busybusybusybusy \\U0001f381\\U0001f384\\U0001f496 @\\u2026 https://t.co/6kt8rPhEhu',"oilpaintings,oilpaintingsonboard,busybusybusybusy","Toronto, Ontario",,
"b'Want to work in #Coquitlam, BC? View our latest opening: https://t.co/ixfiu7FIgf #CustomerService #Job #Jobs #Hiring #CareerArc'","Coquitlam,CustomerService,Job,Jobs,Hiring,CareerArc","Coquitlam, British Columbia",,
"b'Add regional and municipal governments to the list of those that need to step up their games, as well as feds and p\\u2026 https://t.co/RejjtkBFGx'",,"Ottawa, Ontario",,
"b""Was she in room or watching from behind a curtain or window? Stuff like this gets asked. That why I didn't report with rapes. Life is unfair""",,"Douro-Dummer, Ontario",,
"b""If you're looking for work in #Qu\\xe9becCity, QC, check out this #job: https://t.co/aDbzafhijL #Engineering #Hiring #CareerArc""","Qu̩becCity,job,Engineering,Hiring,CareerArc","Qu̩bec, Canada",,
"b'Want to work in #Vancouver, BC? View our latest opening: https://t.co/FsK2jFl2X3 #Hospitality #Job #Jobs #Hiring'","Vancouver,Hospitality,Job,Jobs,Hiring","Vancouver, British Columbia",,
b'got work @8am I\\u2019m down for the night',,"Toronto, Ontario",,
b'.\\n21. You can do this business part time or full time.\\n22. You work with people you like to work.\\n23. This business\\u2026 https://t.co/110eWGWh1w',,"Surrey, British Columbia",,
b'Why am I thinking about why the animojis don\\u2019t blink when I watch the vids of them singing at 2:15 am??????',,"Toronto, Ontario",,
b'Gonna be a but of a chilly night tonight\\u2744\\u2744\\u2744.\\nHave a lovely night and stay warm\\U0001f525',,"Calgary, Alberta",,
b'Can someone please tell me they also devoutly watched A Shot at Love as a babygay my girlfriend is laughing at me',,"New Tecumseth, Ontario",,
"b'Want to work in #Toronto, ON? View our latest opening: https://t.co/4WN5vtTp6i #Marketing #Veterans #Job #Jobs #Hiring'","Toronto,Marketing,Veterans,Job,Jobs,Hiring","Toronto, Ontario",,
"b'Another great class on this chilly, rainy Saturday morning. Classes are time based and great for\\u2026 https://t.co/RWrfgKRsco'",,"Burlington, Ontario",,
"b'Her mindset, personality, energy, work ethic and body is just beyond me. Such a talented soul! \\u2764\\ufe0f\\U0001f339'",,"Edmonton, Alberta",,
"b""First HR of the post-season for Brian McCann, of course it came tonight in one of the most ridiculous #WorldSeries games you'll ever see""",WorldSeries,"Toronto, Ontario",,
"b""Want to work at CGI? We're #hiring in #Ottawa, ON! Click for details: https://t.co/8S4x7vwwy4 #Job #Jobs #CareerArc""","hiring,Ottawa,Job,Jobs,CareerArc","Ottawa, Ontario",,
b'i have shit to watch and art to be made and im just like https://t.co/tAxjXIssfC',,"Prince Albert, Saskatchewan",,
b'How tough is a @BarrysBootcamp workout? We sent a staffer to investigate: https://t.co/eKAYQvhSj4 https://t.co/C7AWFvV59w',,"Toronto, Ontario",,
b'@realDonaldTrump I just watched their news conference and two of them did thank you directly.',,"Toronto, Ontario",,
"b""Want to work at OfficeTeam? We're #hiring in #Richmond, BC! Click for details: https://t.co/e44Yc3xkWU #Clerical #Job #Jobs #CareerArc""","hiring,Richmond,Clerical,Job,Jobs,CareerArc","Richmond, British Columbia",,
"b'Want to work in #Sudbury, ON? View our latest opening: https://t.co/XQTZnsyJcY #Hospitality #Job #Jobs #Hiring #CareerArc'","Sudbury,Hospitality,Job,Jobs,Hiring,CareerArc","Greater Sudbury / Grand Sudbury, Ontario",,
"b'Want to work in #Mississauga, ON? View our latest opening: https://t.co/QKnVnnYMLn #CommunityCare #RN #Job #Jobs #Hiring'","Mississauga,CommunityCare,RN,Job,Jobs,Hiring","Mississauga, Ontario",,
b'Learning how mindfulness helps harness the power of our brains. Understanding how the brain works helps us know whe\\u2026 https://t.co/dhKxUuKSQA',,"Brampton, Ontario",,
"b'@Farm_2_Fork Because of donors we have students who have worked to address broad social issues like food security,\\u2026 https://t.co/cXgfChlbbI'",,"Guelph, Ontario",,
b'The workshop just started @ciranews https://t.co/VnjXDSro2V',,Toronto Marriott Downtown Eaton Centre Hotel,,
b'@MarkHoofnagle @BrianDunning Guess we may as well just get another drink and watch the movie again eh',,"Windsor, Ontario",,
"b'Be patient, work hard and the results will come \\U0001f60e\\U0001f4aa #yourfitcoach #fitlife #improveyourself\\u2026 https://t.co/9iTi5Y57f7'","yourfitcoach,fitlife,improveyourself","Sussex, New Brunswick",,
b'Blaaaaah do I have to go to work?',,"Vaughan, Ontario",,
"b'Call it austerity, or ""trickle-down economics,"" or whatever you bloody well please, it doesn\'t work (outside a very\\u2026 https://t.co/VV20VGwNOT'",,"Coquitlam, British Columbia",,
"b""Want to work at Starbucks? We're #hiring in #Toronto, ON! Click for details: https://t.co/LELuSzGz5G #CustomerService #Job #Jobs""","hiring,Toronto,CustomerService,Job,Jobs","Toronto, Ontario",,
b'of course Tyrese gonna be mad at the Rock for delaying Fast &amp,Furious movies we all know that\\u2019s his only income \\U0001f923 I\\u2019d be pissed too',,,
"b""If you're looking for work in #Richmond, BC, check out this #job: https://t.co/USCM5o1LzO #Retail #Hiring #CareerArc""","Richmond,job,Retail,Hiring,CareerArc","Richmond, British Columbia",,
"b'Want to work in #Waterloo, ON? View our latest opening: https://t.co/q0d3IaEDwS #ProjectMgmt #Job #Jobs #Hiring #CareerArc'","Waterloo,ProjectMgmt,Job,Jobs,Hiring,CareerArc","Waterloo, Ontario",,
b'Use those that don\\u2019t appreciate you as a motive to work hard and grow. They\\u2019ll realize what they had when you\\u2019ve moved on to better things \\U0001f451',,"Waterloo, Ontario",,
b'The best part of my role as President #MNL was meeting other like minded community leaders &amp,working with them for\\u2026 https://t.co/lqyct2uphf',MNL,,
"b'Meet the artist, aka our talented team member Allan, tmrw (Nov 4) from 1 - 3pm at @theartsproject! His work is on d\\u2026 https://t.co/y632tJwwLh'",,"Toronto, Ontario",,
"b'ive a site to code, product to 3D model &amp; an annotated bibliography due, but my doc said to have a chill week. guess i gotta please my doc'",,"Lethbridge, Alberta",,
b'Game day for Maori @AllBlacks and @RugbyCanada in #Vancouver. If you can\\u2019t make @bcplace watch it on @TSN_Sports 2.\\u2026 https://t.co/HWVPiolaF5',Vancouver,"Vancouver, British Columbia",,
"b'Went to bed watching the #snow fall and dreamt all night of #skiing, #hotchocolate, #fireside\\u2026 https://t.co/TLqh3Tq8OP'","snow,skiing,hotchocolate,fireside","Vancouver, British Columbia",,
"b""If you're looking for work in #RichmondHill, ON, check out this #job: https://t.co/AsgmbCgUdp #Cosmetology #Hiring #CareerArc""","RichmondHill,job,Cosmetology,Hiring,CareerArc","Richmond Hill, Ontario",,
b'SuperBowl Champ &amp,NFL Analyst @mitchberger17 joining #TheScottMacArthurShow to discuss Thursday Night games and more https://t.co/tYTMAOXUjA',TheScottMacArthurShow,,
b'Would it be wrong to order ubereats and get it delivered to work ?',,"Kitchener, Ontario",,
"b""If you're looking for work in #Calgary, AB, check out this #job: https://t.co/FYuqnUPQYF #Accounting #Hiring #CareerArc""","Calgary,job,Accounting,Hiring,CareerArc","Calgary, Alberta",,
b'Here\\u2019s how solar panels work ==&gt,https://t.co/65GO2VZpDq',,,
b'@GuilleoftheYear @wai0937 Amazing to see it work.',,Canada,,
b'This interview (esp. the last bit) makes me feel that someone needs to introduce Laraaji to the work of @mariabamfoo https://t.co/VNfdJOfC10',,"Vancouver, British Columbia",,
"b""If you get super worked up about minor things-it comes across as there's no serious basis for criticism-which I don't think is true but...""",,"Vancouver, British Columbia",,
"b""Or maybe it's just bc I'm poor, trying to figure out housing, find way to go back to school, work, get health care that's not covered...""",,"Vancouver, British Columbia",,
"b'Stamps have been trending downward for at least 4 games, while the Riders are trending up. #cfl'",cfl,"Regina, Saskatchewan",,
b'So there\\u2019s this bar in Toronto where you drink and play video games \\U0001f62d',,Power Up Game Bar,,
b'Me: binge watched #Shannara this week to catch up to current season\\n\\nAlso me: uhh... what day... is it...?\\n\\U0001f633\\U0001f635\\U0001f633\\U0001f635\\n\\nAl\\u2026 https://t.co/dXIXV91j3H',Shannara,"Markham, Ontario",,
b'Just finished watching #SimplyComplicated and all I can say is I love @ddlovato and I will support that woman until\\u2026 https://t.co/zzU91po1Mz',SimplyComplicated,"Edmonton, Alberta",,
b'Want to work in #Canada? View our latest opening: https://t.co/DqDX1pcyOG #Retail #Job #Jobs #Hiring',"Canada,Retail,Job,Jobs,Hiring","Division No. 18, Unorganized, Saskatchewan",,
b'Sent out a survey this morning (for work) - watching the results come in now. This will always be one of my fav parts of comms. #comms',comms,"Calgary, Alberta",,
"b'Want to work in #Montreal, QC? View our latest opening: https://t.co/Yb15NPpWhe #CustomerService #Job #Jobs #Hiring #CareerArc'","Montreal,CustomerService,Job,Jobs,Hiring,CareerArc","Montr̩al, Qu̩bec",,
"b""If you're looking for work in #Toronto, ON, check out this #job: https://t.co/1eEm2dYwzh #IT #Hiring""","Toronto,job,IT,Hiring","Toronto, Ontario",,
"b""Had a super productive meeting this morning about a collab I'm working on! Can't wait to share more details with yo\\u2026 https://t.co/kgNSHsSOwt""",,"Ottawa, Ontario",,
"b""If you're looking for work in #Ajax, ON, check out this #job: https://t.co/hl6ie9bmbX #Seasonal #Hiring #CareerArc""","Ajax,job,Seasonal,Hiring,CareerArc","Ajax, Ontario",,
b'Gonna be interesting to watch the Caps this season. They have gone for it for 2-3 seasons and have a middling prosp\\u2026 https://t.co/fhYVd9Wi9d',,"Edmonton, Alberta",,
b'Will I be able to avoid clicking on spoilers until after watching the season finale of #AHSCult on the weekend?',AHSCult,"Toronto, Ontario",,
b'@realDonaldTrump @nytimes You should watch more FOX news!\\nhttps://t.co/hTJnJLsulH',,"Toronto, Ontario",,
"b'Want to work in #Ottawa, ON? View our latest opening: https://t.co/PDYqZWl5Y1 #CustomerService #Job #Jobs #Hiring #CareerArc'","Ottawa,CustomerService,Job,Jobs,Hiring,CareerArc","Ottawa, Ontario",,
"b""Want to work at OfficeTeam? We're #hiring in #Hamilton, ON! Click for details: https://t.co/NsBEammi9c #Clerical #Job #Jobs #CareerArc""","hiring,Hamilton,Clerical,Job,Jobs,CareerArc","Hamilton, Ontario",,
b'@realDonaldTrump Your friends at FOX news are begging for you to watch their show!\\nhttps://t.co/hTJnJLsulH',,"Toronto, Ontario",,
"b'Hard core outside work this morning on my day off. Everything trimmed, cut and put away. Now for a beer!'",,"Hamilton, Ontario",,
